sernofx,Version,Holdouts Version,CB2b (Labeled)
212,1109,1,Probably would subscribe
212,1109,1,Probably would not subscribe
212,1109,1,Probably would not subscribe
212,1109,1,Probably would not subscribe
212,1109,1,Probably would not subscribe
212,1109,1,Probably would subscribe
212,1109,1,Probably would subscribe
212,1109,1,Probably would subscribe
212,1109,1,Probably would not subscribe
221,919,4,Definitely would not subscribe
221,919,4,Probably would not subscribe
221,919,4,Definitely would not subscribe
221,919,4,Probably would not subscribe
221,919,4,Probably would not subscribe
221,919,4,Definitely would not subscribe
221,919,4,Definitely would not subscribe
221,919,4,Definitely would not subscribe
221,919,4,Definitely would not subscribe
221,919,4,Definitely would not subscribe
221,919,4,Probably would not subscribe
221,919,4,Definitely would not subscribe
221,919,4,Probably would not subscribe
221,919,4,Definitely would not subscribe
221,919,4,Probably would not subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
226,100,2,Definitely would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
229,1584,2,Probably would subscribe
232,23,3,Probably would subscribe
232,23,3,Probably would subscribe
232,23,3,Probably would subscribe
232,23,3,Probably would subscribe
232,23,3,Probably would subscribe
232,23,3,Probably would subscribe
232,23,3,Probably would subscribe
232,23,3,Probably would subscribe
232,23,3,Probably would subscribe
232,23,3,Definitely would subscribe
232,23,3,Probably would subscribe
232,23,3,Definitely would subscribe
232,23,3,Definitely would not subscribe
232,23,3,Probably would subscribe
232,23,3,Probably would subscribe
237,1289,2,Probably would not subscribe
237,1289,2,Probably would not subscribe
237,1289,2,Probably would not subscribe
237,1289,2,Probably would subscribe
237,1289,2,Probably would subscribe
237,1289,2,Probably would not subscribe
237,1289,2,Probably would not subscribe
237,1289,2,Probably would subscribe
237,1289,2,Probably would not subscribe
237,1289,2,Probably would not subscribe
237,1289,2,Definitely would not subscribe
237,1289,2,Probably would subscribe
237,1289,2,Probably would subscribe
237,1289,2,Probably would subscribe
237,1289,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Definitely would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
241,1675,2,Probably would not subscribe
242,1891,2,Probably would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Probably would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Probably would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Definitely would not subscribe
242,1891,2,Definitely would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Probably would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Probably would not subscribe
250,826,3,Probably would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Probably would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Definitely would not subscribe
250,826,3,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Probably would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Definitely would not subscribe
251,29,4,Probably would not subscribe
252,1895,4,Probably would not subscribe
252,1895,4,Definitely would not subscribe
252,1895,4,Definitely would not subscribe
252,1895,4,Definitely would not subscribe
252,1895,4,Probably would not subscribe
252,1895,4,Definitely would not subscribe
252,1895,4,Probably would not subscribe
252,1895,4,Probably would not subscribe
252,1895,4,Definitely would not subscribe
252,1895,4,Definitely would not subscribe
252,1895,4,Definitely would not subscribe
252,1895,4,Probably would not subscribe
252,1895,4,Probably would not subscribe
252,1895,4,Probably would not subscribe
252,1895,4,Probably would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
253,1111,3,Definitely would not subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Probably would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Definitely would subscribe
255,309,1,Probably would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
256,940,4,Definitely would subscribe
259,660,1,Definitely would not subscribe
259,660,1,Definitely would not subscribe
259,660,1,Probably would not subscribe
259,660,1,Definitely would not subscribe
259,660,1,Definitely would not subscribe
259,660,1,Definitely would not subscribe
259,660,1,Probably would not subscribe
259,660,1,Probably would not subscribe
259,660,1,Definitely would not subscribe
259,660,1,Probably would not subscribe
259,660,1,Definitely would not subscribe
259,660,1,Definitely would not subscribe
259,660,1,Probably would not subscribe
259,660,1,Definitely would not subscribe
259,660,1,Definitely would not subscribe
265,1919,3,Definitely would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Definitely would not subscribe
265,1919,3,Probably would not subscribe
265,1919,3,Probably would not subscribe
267,1951,4,Probably would subscribe
267,1951,4,Probably would subscribe
267,1951,4,Definitely would subscribe
267,1951,4,Probably would subscribe
267,1951,4,Probably would subscribe
267,1951,4,Probably would subscribe
267,1951,4,Probably would subscribe
267,1951,4,Probably would subscribe
267,1951,4,Probably would subscribe
267,1951,4,Definitely would subscribe
267,1951,4,Probably would subscribe
267,1951,4,Probably would subscribe
267,1951,4,Definitely would subscribe
267,1951,4,Definitely would subscribe
267,1951,4,Probably would subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Definitely would subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Definitely would subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Definitely would subscribe
268,1328,4,Definitely would not subscribe
268,1328,4,Probably would subscribe
268,1328,4,Definitely would not subscribe
269,1164,4,Probably would not subscribe
269,1164,4,Probably would not subscribe
269,1164,4,Probably would not subscribe
269,1164,4,Probably would not subscribe
269,1164,4,Probably would not subscribe
269,1164,4,Probably would not subscribe
269,1164,4,Probably would not subscribe
269,1164,4,Definitely would not subscribe
269,1164,4,Definitely would not subscribe
269,1164,4,Probably would subscribe
269,1164,4,Definitely would not subscribe
269,1164,4,Definitely would not subscribe
269,1164,4,Definitely would not subscribe
269,1164,4,Probably would not subscribe
269,1164,4,Probably would subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Probably would subscribe
270,1313,3,Probably would not subscribe
270,1313,3,Probably would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
270,1313,3,Definitely would not subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Definitely would subscribe
274,1080,3,Definitely would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
274,1080,3,Probably would subscribe
285,713,1,Definitely would subscribe
